longitudeDecimal,latitudeDecimal,adresse
23.8331,52.7024,"Skansen Architektury Drewnianej Ludności Ruskiej Podlasia, 66, Zastawa, Krzyże, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8062,52.7102,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.819,52.7075,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
22.7934265128,53.1016549771,"Czyj to trop?, kładka piesza ( nie nadaje się do użytku ), Waniewo, gmina Sokoły, powiat wysokomazowiecki, województwo podlaskie, Polska"
22.9879760725,52.9841243711,"Kowale, gmina Suraż, powiat białostocki, województwo podlaskie, 18-105, Polska"
22.9692935935,52.980262489,"Borowskie Żaki, gmina Turośń Kościelna, powiat białostocki, województwo podlaskie, Polska"
22.9706668845,52.9818300209,"Borowskie Żaki, gmina Turośń Kościelna, powiat białostocki, województwo podlaskie, Polska"
22.5751,53.2242,"Kolonia Zajki, Zajki, gmina Trzcianne, powiat moniecki, województwo podlaskie, 19-105, Polska"
22.8094,53.065,"Adamowo, Waniewo, gmina Sokoły, powiat wysokomazowiecki, województwo podlaskie, 18-218, Polska"
23.9064,52.7988,"T-b1, Wilczy Szlak, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.7616,52.7876,"Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
22.6007652283,53.6351542265,"Zawały, Pieńczykówek, gmina Rajgród, powiat grajewski, województwo podlaskie, Polska"
22.8,53.65,"Wólka Piaseczna, gmina Goniądz, powiat moniecki, województwo podlaskie, Polska"
23.867297224553,52.760956852,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.85,52.7,"3, Parkowa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8484296203,52.7055662574,"Głaz narzutowy świadek przemian krajobrazu, Józefa Paczoskiego, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8,52.7,"689, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8893198967,52.7167403785,"Simony Kossak (Dojazd pożarowy 33), Osada Dziedzinka, Grudki, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8913798332,52.7317116345,"Osada Dziedzinka, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8668268919,52.7056174505,"43, Kamienne Bagno, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8599604368,52.7119616856,"Puszczańska, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7469245316,52.7283506315,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
22.7974963184,53.1048266856,"Pole biwakowe Narwiańskiego Parku Narodowego, 10, Kurowo, gmina Kobylin-Borzymy, powiat wysokomazowiecki, województwo podlaskie, Polska"
22.5844809748821,53.47962636315,"14, Sośnia, gmina Radziłów, powiat grajewski, województwo podlaskie, 19-200, Polska"
22.9166686533,53.031454314,"Uhowo, gmina Łapy, powiat białostocki, województwo podlaskie, Polska"
22.8993844977,53.0156008167,"Adama Mickiewicza, Uhowo, gmina Łapy, powiat białostocki, województwo podlaskie, 18-100, Polska"
22.9168224317,53.0221390999,"Uhowo, gmina Łapy, powiat białostocki, województwo podlaskie, Polska"
19.20161065,50.02799313,"Aleja Władysława Bartoszewskiego, Osiedle Witolda Pileckiego, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska"
22.5616854429,53.3668389663,"Gugny-Barwik, Barwik, Budy, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.6,53.45,"5a, Downary, gmina Goniądz, powiat moniecki, województwo podlaskie, 19-110, Polska"
22.5444321334,53.366737738,"Wolków/Czerwinski, Gugny-Barwik, Barwik, Budy, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
23.8228084892,52.6902614865,"689, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
22.5932158157,53.3692282648,"Karczma Dobarz, Dobarz, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
23.5953786224,52.7373438154,"3 Maja, Hajnówka, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.8226227462,52.6900141685,"689, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
22.5603121519,53.3663268206,"Gugny-Barwik, Barwik, Budy, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.35,53.15,"1A, Niwkowo, gmina Wizna, powiat łomżyński, województwo podlaskie, 18-430, Polska"
22.4004511535,53.169645998,"Grądy-Woniecko, gmina Rutki, powiat zambrowski, województwo podlaskie, 18-312, Polska"
22.4,53.15,"Grądy-Woniecko, gmina Rutki, powiat zambrowski, województwo podlaskie, 18-312, Polska"
22.5834864378,53.3885482806,"Carska Droga, Budy, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.7753743529,53.6590335312,"Kolonie Woźnawieś, Woźnawieś, gmina Rajgród, powiat grajewski, województwo podlaskie, Polska"
22.637103796,53.4833437869,"65, Osowiec, gmina Goniądz, powiat moniecki, województwo podlaskie, Polska"
23.8453745842,52.745430771,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
22.8602045774,53.5948465113,"sezonowo zalane, Wólka Piaseczna, gmina Goniądz, powiat moniecki, województwo podlaskie, Polska"
22.75,53.65,"Kuligi, gmina Rajgród, powiat grajewski, województwo podlaskie, Polska"
22.774258554,53.6577619534,"Kolonie Woźnawieś, Woźnawieś, gmina Rajgród, powiat grajewski, województwo podlaskie, Polska"
22.7764901519,53.6600507658,"Kolonie Woźnawieś, Woźnawieś, gmina Rajgród, powiat grajewski, województwo podlaskie, Polska"
22.6226252317,53.4538142791,"Carska Droga, Osowiec-Twierdza, gmina Goniądz, powiat moniecki, województwo podlaskie, Polska"
22.5728434324,53.3678632393,"Gugny-Barwik, Barwik, Budy, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.6000249386,53.3333300681,"Carska Droga, Gugny, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.6,53.3,"Carska Droga, Szorce, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.3984770477,53.170160505,"Grądy-Woniecko, gmina Rutki, powiat zambrowski, województwo podlaskie, 18-312, Polska"
22.4534086883,53.2581788717,"31, Rutkowskie, gmina Wizna, powiat łomżyński, województwo podlaskie, 18-430, Polska"
22.5542744994,53.3926439364,"Budy, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.5844869018,53.3779006112,"Carska Droga, Budy, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.8928792477,53.3458343419,"1, Czechowizna, gmina Knyszyn, powiat moniecki, województwo podlaskie, 19-120, Polska"
23.2231530547,53.1129863933,"Dojnowska, Skorupy, Białystok, gmina Supraśl, powiat białostocki, województwo podlaskie, 15-518, Polska"
23.6002930999,52.8103877457,"685, Pod Rzepiskami, Nowosady, gmina Hajnówka, powiat hajnowski, województwo podlaskie, Polska"
23.5919098556,52.7382140659,"55, 3 Maja, Centrum, Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.5912232101,52.7379802144,"51, 3 Maja, Centrum, Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.7685212493,52.6999492729,"689, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7675623596,52.802527505,"Jelonka, Janowo, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.75,52.8,"Tryb Stoczański, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.8,52.8,"Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.827572763,52.801878468,"Żubrowy Szlak, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.8240537047,52.7990243739,"Żubrowy Szlak, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.8280019164,52.801878468,"Żubrowy Szlak, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.8505753875,52.7013535868,"Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8221077621,52.798972885,"Żubrowy Szlak, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.7970022857,52.912576669,"Kruhlik, Tarnopol, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.8659390807,52.9081247852,"Maruszka, Siemieniakowszczyzna, Siemianówka, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.7998058647,52.8297355711,"Gruszki, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.8210777938,52.8519247821,"Chrabuśnik, Leśna, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.8343527168,52.8675363191,"16, Zabrody, Olchówka, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.8178517669,52.8803191787,"Kolonia Siemianówka, Leśna, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.85,52.65,"Жураўлёўка, Шарашэўскі сельскі Савет, Пружанскі раён, Брэсцкая вобласць, Беларусь"
23.8909868896,52.6885574638,"Rezerwat Wysokie Bagno, Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7642149627,52.7029402934,"689, Nieznany Bór, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.8117799163,52.7070223946,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8209061325,52.6897800586,"689, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8,52.65,"Tryb Olemburski (Dojazd pożarowy 13), Grudki, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8486012816,52.6984928997,"Wejmutka, Kolejowa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7693795562,52.8097132906,"Jelonka, Janowo, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.8246397674,52.7990766736,"Żubrowy Szlak, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.5995487869,52.8102325084,"685, Pod Rzepiskami, Nowosady, gmina Hajnówka, powiat hajnowski, województwo podlaskie, Polska"
23.5958151519,52.8115035731,"Nowosady, gmina Hajnówka, powiat hajnowski, województwo podlaskie, Polska"
23.8366144896,52.7321323019,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8373011351,52.742214112,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8378161192,52.7247513545,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.842279315,52.718720921,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8431376219,52.7160173525,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8397043943,52.7227759595,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8448099792,52.7148747033,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8482861221,52.6986233414,"Wejmutka, Kolejowa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8780412078,52.6880888205,"Pomnik wywózek na Syberię, Stacja Towarowa, Podolany Drugie, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8501096889,52.7015233326,"Parkowa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
22.4095988274,53.2010907331,"64, Ruś, gmina Wizna, powiat łomżyński, województwo podlaskie, 18-430, Polska"
23.8133382797,52.7246360173,"Pogorzelce, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7,52.7,"689, Nieznany Bór, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
22.4263143539,52.9362114214,"Kolonia Żochy, Tybory-Żochy, gmina Wysokie Mazowieckie, powiat wysokomazowiecki, województwo podlaskie, 18-200, Polska"
23.5822106525,52.7337774745,"Dworcowa, Kozi Przeskok, Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
22.9,53.0,"682, Łapy, gmina Łapy, powiat białostocki, województwo podlaskie, 18-100, Polska"
22.9223585124,53.0069268964,"20, Cicha, Uhowo, gmina Łapy, powiat białostocki, województwo podlaskie, 18-100, Polska"
22.9250407215,53.0069828462,"Stajnia Tradycja Nauka Jazdy Konnej, 20, Cicha, Uhowo, gmina Łapy, powiat białostocki, województwo podlaskie, 18-100, Polska"
19.9279288633988,50.0544003918709,"Most Dębnicki, Bulwar Tyniecki, Dębniki, Kraków, województwo małopolskie, 30-317, Polska"
19.9393283558311,50.055251143705,"Historyczne centrum Krakowa, Droga do Zamku, Stare Miasto, Kraków, województwo małopolskie, 31-069, Polska"
19.933107945435,50.0522243240407,"Bulwar Czerwieński, Stare Miasto, Kraków, województwo małopolskie, 30-301, Polska"
19.9415714107,50.0626730421,"Bank Pekao, 15, Szpitalna, Stare Miasto, Kraków, województwo małopolskie, 31-024, Polska"
19.9274544418,50.0539972402,"Bulwar Rodła, Zwierzyniec, Kraków, województwo małopolskie, 30-105, Polska"
14.56140697,52.3482372407,"3, Tadeusza Kościuszki, Osiedle Słowiańskie, Słubice, gmina Słubice, powiat słubicki, województwo lubuskie, 69-100, Polska"
22.9728841782,52.7495807384,"66, Kolonia Łubin Kościelny, Kadłubówka, gmina Brańsk, powiat bielski, województwo podlaskie, 17-120, Polska"
23.8421492279,52.6995335776,"9, Zastawa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.757365942,52.6888667738,"Dojazd pożarowy 25, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8062009215,52.7234005904,"33, Pogorzelce, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7550753355,52.6950069966,"Dojazd pożarowy 25, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7498101592,52.6907420962,"Dojazd pożarowy 25, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8089538738,52.7237716892,"Pogorzelce, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8820102066,52.6914580222,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.1729273498,52.7647091038,"31, Bronisława Taraszkiewicza, Bielsk Podlaski, powiat bielski, województwo podlaskie, 17-100, Polska"
23.8105809689,52.7215266709,"Pogorzelce, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.923201561,52.707166218,"Dojazd pożarowy 33, Grudki, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8497197628,52.7269329574,"Trasa przez Grabki Miłości, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.827830255,52.705098203,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8549822569,52.6998964478,"36, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8816460967,52.6964122822,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8084325194,52.7242843181,"12, Pogorzelce, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7556600571,52.7578924734,"Tryb Pojedynacki (Dojazd pożarowy 19), Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7615984678,52.7994387157,"Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
19.9594964,49.2893742,"27a, Józefa Piłsudskiego, Za Cieszynianką, Zakopane, powiat tatrzański, województwo małopolskie, 34-500, Polska"
15.45,52.35,"Staropole, gmina Lubrza, powiat świebodziński, województwo lubuskie, Polska"
23.8336623833,52.6991307801,"Krzyże, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8122372329,52.7280793516,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8745213114,52.7052614842,"17, Park Dyrekcyjny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8919310272,52.7102469318,"Simony Kossak (Dojazd pożarowy 33), Osada Dziedzinka, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8417629898,52.6995075711,"11, Zastawa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
22.6366461441,53.4884540816,"6, 65, Osowiec, gmina Goniądz, powiat moniecki, województwo podlaskie, Polska"
22.63233684,53.4870369223,"Zespoły roślinne, 65, Osowiec, gmina Goniądz, powiat moniecki, województwo podlaskie, Polska"
22.6302125305,53.4862325676,"2, 65, Osowiec, gmina Goniądz, powiat moniecki, województwo podlaskie, Polska"
22.6146134734,53.4472222199,"Carska Droga, Downary, gmina Goniądz, powiat moniecki, województwo podlaskie, Polska"
22.5932622515,53.3482809583,"Stacja terenowa naukowo-dydaktyczna w Gugnach Instytutu Biologii, 11, Gugny, gmina Trzcianne, powiat moniecki, województwo podlaskie, 19-104, Polska"
22.5824118778,53.3497956125,"Gugny, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.55,53.35,"gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.5551623106,53.3616163918,"gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.5467213988,53.3658162692,"Wolków/Czerwinski, Gugny-Barwik, Barwik, Budy, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
22.5642731041,53.3723457442,"Gugny-Barwik, Barwik, Budy, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
23.8632991165,52.6947353218,"Mostowa, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8602521271,52.6910808569,"17A, Podolany Drugie, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8275935501,52.7049427931,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8259419799,52.7073344177,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8322103024,52.858970416,"61, Olchówka, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.8964089751,52.890055365,"Borowe, Babia Góra, Pasieki, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.8768422604,52.9031009547,"Szkolna, Usadźba, Siemianówka, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.85,52.9,"44, Szkolna, Usadźba, Siemianówka, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.8126409054,52.761226462,"Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.8054311275,52.7213187234,"37A, Pogorzelce, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8411940262,52.7014583194,"Józefa Paczoskiego, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
17.9315757751,52.2243820214,"MOP Lądek, Autostrada Wolności, Wola Koszucka, gmina Lądek, powiat słupecki, województwo wielkopolskie, 62-406, Polska"
22.7820396423,52.7894236757,"91, Domanowo, gmina Brańsk, powiat bielski, województwo podlaskie, 17-120, Polska"
23.6032247543,52.7304577291,"689, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
16.9674825668,52.3495889463,"26, Niżańska, Garaszewo, Krzesiny-Pokrzywno-Garaszewo, Poznań, województwo wielkopolskie, 61-316, Polska"
23.75,52.7,"Dojazd pożarowy 23, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7661,52.7324,"18a, Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8935470581,52.7011463558,"Dojazd pożarowy 33, Grudki, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
22.2197346389,49.3573333261,"Kalnica, gmina Zagórz, powiat sanocki, województwo podkarpackie, Polska"
23.85,52.75,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
22.55,53.45,"Klimaszewnica, gmina Radziłów, powiat grajewski, województwo podlaskie, Polska"
19.8,50.0,"Janasówka, Tyniec, Dębniki, Kraków, województwo małopolskie, 30-398, Polska"
19.8451,50.0246883333,"Bielańsko-Tyniecki Park Krajobrazowy, Piekary, gmina Liszki, powiat krakowski, województwo małopolskie, 30-381, Polska"
19.8414116667,50.0248466667,"Bielańsko-Tyniecki Park Krajobrazowy, Piekary, gmina Liszki, powiat krakowski, województwo małopolskie, 30-381, Polska"
19.8433883333,50.0248633333,"Bielańsko-Tyniecki Park Krajobrazowy, Piekary, gmina Liszki, powiat krakowski, województwo małopolskie, 30-381, Polska"
15.6241607107,53.3001894782,"dojazd pożarowy 11, Słutowo, gmina Recz, powiat choszczeński, województwo zachodniopomorskie, 73-210, Polska"
23.7086141109,52.7496120296,"Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7977036939,52.7055952884,"Rezerwat Pokazowy Żubrów, Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7308415771,52.734448927,"46, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.6859548092,52.6291220566,"Tryb Zwierzyniecki, Topiło, gmina Hajnówka, powiat hajnowski, województwo podlaskie, Polska"
23.8200196624,52.7198189033,"Pogorzelce, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8462838531,52.7153996302,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8565862388,52.7182209489,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8584208488,52.7275965895,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8094624877,52.7233539972,"5, Pogorzelce, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7261361444,52.7321909111,"55, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.2358586893,53.1079468279,"Zagórki, Dojlidy Górne, Sobolewo, gmina Supraśl, powiat białostocki, województwo podlaskie, 15-587, Polska"
23.2343110442,53.1093852594,"Rybacka, Sobolewo, gmina Supraśl, powiat białostocki, województwo podlaskie, 15-509, Polska"
